,time,open,high,low,close,tick_volume,spread,real_volume
28,1704069180,102.6786,102.6886,102.5586,102.6436,21,2029,0
29,1704069240,102.6436,102.6955,102.6186,102.6955,19,1891,0
30,1704069300,102.7005,102.7305,102.6605,102.7205,16,1641,0
31,1704069360,102.7305,102.8355,102.7305,102.8255,21,1641,0
32,1704069420,102.7555,102.8305,102.6623,102.6723,39,1755,0
33,1704069480,102.6773,102.6773,102.4376,102.4776,26,1755,0
34,1704069540,102.4676,102.6776,102.4676,102.6776,24,2259,0
35,1704069600,102.6576,102.7176,102.6576,102.7076,5,1759,0
36,1704069660,102.6776,102.6776,102.5176,102.5276,22,2159,0
37,1704069720,102.5176,102.5176,102.4676,102.4976,9,2059,0
38,1704069780,102.3366,102.356,102.2415,102.274,17,2131,0
39,1704069840,102.304,102.3747,102.2997,102.3147,16,2171,0
40,1704069900,102.3247,102.3247,101.8366,101.9644,37,2157,0
41,1704069960,101.9454,101.9724,101.8346,101.9724,25,2703,0
42,1704070020,101.9274,101.9574,101.8614,101.8674,18,2823,0
43,1704070080,101.9024,101.9104,101.7839,101.8539,21,2873,0
44,1704070140,101.7839,101.8179,101.0115,101.283,28,2993,0
45,1704070200,101.303,101.482,101.022,101.1437,50,3851,0
46,1704070260,101.0807,101.0807,100.1382,100.4014,79,4383,0
47,1704070320,100.3634,100.3634,99.6834,99.8936,112,5563,0
48,1704070380,99.8936,100.6196,99.8936,100.6076,98,6589,0
49,1704070440,100.6056,100.6056,100.2246,100.5276,102,6259,0
50,1704070500,100.5246,100.5766,100.1846,100.4271,73,6249,0
51,1704070560,100.4271,100.4901,100.3511,100.4091,74,5959,0
52,1704070620,100.4081,100.4571,100.3001,100.3241,64,5859,0
53,1704070680,100.3541,100.4102,100.1042,100.1092,73,5637,0
54,1704070740,100.1352,100.2684,100.1162,100.2559,49,5533,0
55,1704070800,100.2179,100.4264,99.9709,100.3427,44,4947,0
56,1704070860,100.3427,100.5734,100.2634,100.3334,47,4933,0
57,1704070920,100.3334,100.4914,100.3334,100.4734,36,4851,0
58,1704070980,100.4734,100.8474,100.4734,100.8474,39,4719,0
59,1704071040,100.8674,100.8976,100.7576,100.7576,37,4149,0
60,1704071100,100.7356,100.992,100.6506,100.9589,63,3423,0
61,1704071160,100.9589,101.1567,100.9556,101.1567,67,3129,0
62,1704071220,101.1387,101.262,101.0992,101.262,46,3151,0
63,1704071280,101.242,101.4605,101.242,101.2821,49,3191,0
64,1704071340,101.3031,101.4949,101.2531,101.4466,39,3329,0
65,1704071400,101.4266,101.4316,101.2376,101.3506,44,3199,0
66,1704071460,101.3906,101.4646,101.2096,101.2526,54,3279,0
67,1704071520,101.2916,101.3426,101.1526,101.1726,28,3309,0
68,1704071580,101.1626,101.1626,101.0126,101.0426,26,3309,0
69,1704071640,101.0426,101.0426,100.6776,100.6876,41,3309,0
70,1704071700,100.6876,100.8706,100.6876,100.7216,44,3029,0
71,1704071760,100.7216,100.7616,100.2261,100.5826,53,2879,0
72,1704071820,100.6396,100.6416,100.3904,100.4744,44,2813,0
73,1704071880,100.4794,100.4944,99.9666,99.9733,60,2883,0
74,1704071940,99.9733,100.0534,99.2754,99.6757,53,3715,0
75,1704072000,99.6767,99.8037,99.3227,99.6754,15,5347,0
76,1704072060,99.6754,99.6754,99.05,99.462,20,5573,0
77,1704072120,99.081,99.4623,99.081,99.4623,5,6175,0
78,1704072180,99.4633,99.4673,99.0963,99.4673,5,6125,0
79,1704072240,99.4683,99.5795,99.4683,99.5795,10,4971,0
80,1704072300,99.5805,99.5945,99.1765,99.3855,10,4821,0
81,1704072360,99.3865,100.2458,99.3865,100.2268,23,4625,0
82,1704072420,100.2268,100.2468,99.6438,100.0203,34,4295,0
83,1704072480,100.0193,100.3588,100.0193,100.3588,20,4225,0
84,1704072540,100.3589,100.4568,100.3268,100.4568,30,4275,0
85,1704072600,100.4268,100.5068,100.3648,100.4583,32,3775,0
86,1704072660,100.4783,100.5283,100.3687,100.4687,31,4037,0
87,1704072720,100.4587,100.6646,100.4222,100.6636,28,3899,0
88,1704072780,100.6626,100.8266,100.6626,100.8236,31,4159,0
89,1704072840,100.8036,100.8336,100.7036,100.7716,27,4539,0
90,1704072900,100.7716,100.7716,100.3716,100.4316,32,4679,0
91,1704072960,100.4316,100.7716,100.4316,100.7516,31,3879,0
92,1704073020,100.7716,100.9446,100.7517,100.8317,34,4579,0
93,1704073080,100.8717,100.8717,100.6456,100.7256,26,4799,0
94,1704073140,100.7456,100.8156,100.6956,100.7156,22,4599,0
95,1704073200,100.7156,100.7156,100.5356,100.686,24,4099,0
96,1704073260,100.746,100.8563,100.706,100.8163,23,3285,0
97,1704073320,100.8363,100.9963,100.8363,100.9763,22,3385,0
98,1704073380,100.9963,101.0165,100.9265,100.9984,30,2843,0
99,1704073440,100.9784,101.0609,100.9584,101.0199,19,2493,0
100,1704073500,101.0309,101.0409,100.9309,100.9419,27,2493,0
101,1704073560,100.8619,101.2039,100.8619,101.1779,32,2073,0
102,1704073620,101.1569,101.3339,101.1569,101.333,21,3053,0
103,1704073680,101.3329,101.4609,101.3329,101.4489,24,3353,0
104,1704073740,101.4879,101.5234,101.3994,101.4004,36,3543,0
105,1704073800,101.3604,101.3804,101.1604,101.1669,24,3757,0
106,1704073860,101.1799,101.2264,101.0264,101.0864,19,3283,0
107,1704073920,101.0764,101.1264,100.9764,101.1264,26,3083,0
108,1704073980,101.1464,101.3564,101.1464,101.2354,22,3283,0
109,1704074040,101.2364,101.2364,101.0564,101.0564,12,3283,0
110,1704074100,101.0364,101.2364,100.9964,101.2014,35,3183,0
111,1704074160,101.1814,101.2384,101.0214,101.2284,27,3043,0
112,1704074220,101.2484,101.4424,101.2484,101.4424,32,2963,0
113,1704074280,101.4424,101.4924,101.4024,101.4724,13,2963,0
114,1704074340,101.4524,101.5224,101.3624,101.5224,22,2763,0
115,1704074400,101.5224,101.5999,101.3624,101.5089,40,2663,0
116,1704074460,101.5124,101.7239,101.5109,101.6829,42,2873,0
117,1704074520,101.6629,101.9114,101.6629,101.9109,37,3083,0
118,1704074580,101.9509,102.1517,101.8194,102.1166,66,2773,0
119,1704074640,102.0866,102.2621,102.0426,102.1341,42,3089,0
120,1704074700,102.1341,102.1961,101.9521,102.1571,44,3289,0
121,1704074760,102.1281,102.2713,102.1281,102.2713,22,3279,0
122,1704074820,102.2703,102.2799,102.0999,102.1249,29,3303,0
123,1704074880,102.1449,102.2349,102.0949,102.1199,26,3303,0
124,1704074940,102.1199,102.1749,102.0449,102.1449,37,3303,0
125,1704075000,102.1249,102.3535,102.1249,102.332,29,3303,0
126,1704075060,102.332,102.5875,102.332,102.524,48,3351,0
127,1704075120,102.498,102.498,102.2305,102.2305,55,3291,0
128,1704075180,102.2305,102.4005,102.2305,102.2455,25,3291,0
129,1704075240,102.2255,102.2555,102.102,102.182,24,3261,0
130,1704075300,102.202,102.282,102.11,102.2215,50,2971,0
131,1704075360,102.2215,102.3775,102.2215,102.3175,31,2651,0
132,1704075420,102.3075,102.3075,102.1775,102.221,38,2281,0
133,1704075480,102.221,102.2992,102.191,102.2362,37,2017,0
134,1704075540,102.2442,102.2842,102.1642,102.1792,20,2017,0
135,1704075600,102.1892,102.3012,102.147,102.187,33,1861,0
136,1704075660,102.167,102.177,101.5104,101.6214,50,1861,0
137,1704075720,101.6324,101.8471,101.5121,101.8471,38,2783,0
138,1704075780,101.8421,102.0371,101.8421,101.9871,26,2909,0
139,1704075840,102.0071,102.1521,102.0071,102.0571,21,2909,0
140,1704075900,102.0371,102.2411,101.9821,102.2411,28,2809,0
141,1704075960,102.2411,102.2411,101.8661,101.8926,48,2789,0
142,1704076020,101.9051,101.9726,101.6289,101.7499,40,2543,0
143,1704076080,101.7809,101.8499,101.586,101.611,42,2421,0
144,1704076140,101.611,101.981,101.611,101.931,32,2421,0
145,1704076200,101.901,102.086,101.781,101.811,44,2421,0
146,1704076260,101.811,101.811,101.6971,101.7781,35,2289,0
147,1704076320,101.8181,101.942,101.5976,101.6316,40,2189,0
148,1704076380,101.6326,101.6754,101.4886,101.6754,36,2189,0
149,1704076440,101.6754,101.8204,101.6654,101.8004,29,2333,0
150,1704076500,101.7804,101.8707,101.7004,101.8707,29,2327,0
151,1704076560,101.8707,101.9707,101.7407,101.7407,33,2327,0
152,1704076620,101.7407,101.9957,101.7407,101.8907,36,2327,0
153,1704076680,101.9057,102.0657,101.9007,102.0357,19,2327,0
154,1704076740,102.0257,102.3017,102.0107,102.2432,32,2307,0
155,1704076800,102.2582,102.2582,102.1182,102.2032,36,2437,0
156,1704076860,102.1932,102.1932,102.0132,102.0232,35,2437,0
157,1704076920,102.0232,102.0432,101.9232,101.9682,20,2387,0
158,1704076980,101.9682,102.0382,101.8912,101.9532,27,2387,0
159,1704077040,101.8832,102.0732,101.8832,101.9932,25,2417,0
160,1704077100,101.9932,102.1082,101.9882,102.0082,28,2317,0
161,1704077160,102.0082,102.0632,101.9632,101.9632,20,2397,0
162,1704077220,101.9632,101.9732,101.8182,101.8482,30,2397,0
163,1704077280,101.8382,101.9391,101.8282,101.8859,21,2093,0
164,1704077340,101.8664,101.9094,101.8494,101.8544,27,1983,0
165,1704077400,101.8544,101.9844,101.8544,101.9244,29,1873,0
166,1704077460,101.9004,101.9294,101.8194,101.8594,27,1873,0
167,1704077520,101.8599,102.059,101.8599,102.019,25,1781,0
168,1704077580,102.019,102.129,101.949,102.109,23,1791,0
169,1704077640,102.119,102.119,101.9681,102.0842,28,1707,0
170,1704077700,102.0842,102.0982,101.9132,101.9487,31,1617,0
171,1704077760,101.9507,102.0052,101.9241,101.9241,15,1409,0
172,1704077820,101.8841,102.0241,101.8591,101.9991,23,1409,0
173,1704077880,101.9691,101.9941,101.8341,101.8901,24,1409,0
174,1704077940,101.8841,101.9241,101.8223,101.8623,13,1409,0
175,1704078000,101.8323,101.8373,101.6725,101.6795,38,1445,0
176,1704078060,101.6595,101.6595,101.467,101.476,32,1721,0
177,1704078120,101.466,101.659,101.359,101.659,41,2089,0
178,1704078180,101.639,101.699,101.499,101.625,26,2211,0
179,1704078240,101.649,101.724,101.639,101.674,11,2211,0
180,1704078300,101.694,101.894,101.594,101.874,22,2201,0
181,1704078360,101.854,102.2019,101.794,102.1894,37,2211,0
182,1704078420,102.1894,102.3134,102.0624,102.0974,28,2403,0
183,1704078480,102.0874,102.1374,101.9674,102.0724,22,2563,0
184,1704078540,102.0624,102.1124,101.9774,102.1124,20,2583,0
185,1704078600,102.0874,102.3124,102.0804,102.1524,29,2583,0
186,1704078660,102.1124,102.1624,102.0554,102.0824,27,2583,0
187,1704078720,102.0924,102.1324,102.0324,102.1124,21,2583,0
188,1704078780,102.1124,102.2974,102.1124,102.2774,33,2583,0
189,1704078840,102.2774,102.3759,102.1811,102.2151,28,2603,0
190,1704078900,102.2151,102.3401,102.1951,102.2751,18,2749,0
191,1704078960,102.2951,102.2951,102.2001,102.2801,20,2749,0
192,1704079020,102.2601,102.3301,102.2171,102.3101,29,2549,0
193,1704079080,102.2371,102.2651,102.0401,102.1196,24,2359,0
194,1704079140,102.0996,102.1346,102.0146,102.1146,19,2359,0
195,1704079200,102.1246,102.1606,102.0866,102.0866,20,1919,0
196,1704079260,102.0866,102.2649,102.0749,102.1149,31,1553,0
197,1704079320,102.0949,102.1849,102.0749,102.1599,19,1553,0
198,1704079380,102.1399,102.1499,102.0499,102.0853,20,1545,0
199,1704079440,102.0853,102.2153,102.0753,102.0874,33,1503,0
200,1704079500,102.0674,102.2074,102.0324,102.1774,31,1503,0
201,1704079560,102.1324,102.3274,102.0834,102.2874,25,1503,0
202,1704079620,102.3074,102.3874,102.2874,102.3424,22,1503,0
203,1704079680,102.3324,102.3924,102.2274,102.2374,26,1503,0
204,1704079740,102.2374,102.3029,102.2324,102.2714,21,1423,0
205,1704079800,102.2714,102.3921,102.2714,102.3921,16,1409,0
206,1704079860,102.3921,102.6812,102.3789,102.6002,39,1463,0
207,1704079920,102.6002,102.8982,102.5802,102.8262,49,2987,0
208,1704079980,102.8092,102.8092,102.6262,102.7862,28,3467,0
209,1704080040,102.7662,102.9062,102.7272,102.7272,33,3367,0
210,1704080100,102.7672,102.9797,102.7672,102.9587,22,3317,0
211,1704080160,102.9587,103.3102,102.9587,103.2847,48,3717,0
212,1704080220,103.2847,103.6735,103.2847,103.6017,46,4871,0
213,1704080280,103.6027,104.025,103.6027,103.9298,56,5375,0
214,1704080340,103.9248,103.9848,103.4968,103.7338,47,6345,0
215,1704080400,103.7038,103.8646,103.7038,103.7396,30,5659,0
216,1704080460,103.7396,104.0548,103.7326,104.0043,53,5565,0
217,1704080520,103.9743,104.0832,103.8482,103.8832,23,5027,0
218,1704080580,103.8632,104.1192,103.8252,104.0987,46,5827,0
219,1704080640,104.0787,104.1392,103.9392,103.9912,38,5867,0
220,1704080700,103.9917,104.1482,103.9917,104.1232,28,4947,0
221,1704080760,104.1232,104.3744,104.1232,104.3744,43,5127,0
222,1704080820,104.3742,104.4084,104.3742,104.3782,20,4777,0
223,1704080880,104.3782,104.3782,103.9832,104.1332,42,4977,0
224,1704080940,104.1182,104.1182,103.8032,103.9047,31,5327,0
225,1704081000,103.9067,104.0422,103.8177,103.8957,34,4147,0
226,1704081060,103.9167,104.1687,103.9167,104.1304,28,4017,0
227,1704081120,104.1334,104.1997,104.0512,104.0955,29,3481,0
228,1704081180,104.1155,104.2055,104.0255,104.0455,26,3181,0
229,1704081240,104.0655,104.1655,103.9655,103.9804,35,3003,0
230,1704081300,103.9504,104.205,103.9504,104.165,31,3083,0
231,1704081360,104.185,104.205,103.9642,104.0242,24,2607,0
232,1704081420,103.9642,104.0042,103.6562,103.8372,40,2707,0
233,1704081480,103.8522,103.8622,103.6782,103.8462,36,3167,0
234,1704081540,103.8472,103.9672,103.7472,103.8972,27,3457,0
235,1704081600,103.8972,104.0062,103.6162,103.6597,34,3357,0
236,1704081660,103.6737,103.7137,103.4812,103.5647,40,3417,0
237,1704081720,103.5447,103.5589,103.3652,103.369,63,3487,0
238,1704081780,103.371,103.7272,103.371,103.6062,50,3367,0
239,1704081840,103.6082,103.6082,103.2663,103.3893,39,3397,0
240,1704081900,103.4293,103.5483,103.3493,103.4153,40,2805,0
241,1704081960,103.4003,103.4293,103.1604,103.2194,31,3405,0
242,1704082020,103.2254,103.2784,103.1074,103.2274,33,3713,0
243,1704082080,103.2274,103.4084,103.1874,103.3584,21,3523,0
244,1704082140,103.3284,103.3584,103.0684,103.1749,32,3523,0
245,1704082200,103.1549,103.2749,103.1549,103.2459,25,3793,0
246,1704082260,103.2659,103.3724,103.1824,103.2124,25,3303,0
247,1704082320,103.1724,103.3124,103.1324,103.1624,31,3443,0
248,1704082380,103.1824,103.3194,103.1624,103.2444,24,3343,0
249,1704082440,103.2624,103.3824,103.1364,103.3824,15,3343,0
250,1704082500,103.3624,103.3624,103.2821,103.3124,22,2743,0
251,1704082560,103.3324,103.3924,103.2643,103.2643,15,2505,0
252,1704082620,103.2143,103.2443,102.9998,103.1398,22,2605,0
253,1704082680,103.1198,103.1898,103.0898,103.1118,31,2783,0
254,1704082740,103.1078,103.2515,103.1078,103.2515,18,2761,0
255,1704082800,103.2315,103.3339,103.2115,103.3146,23,2499,0
256,1704082860,103.3159,103.3369,103.2669,103.2869,21,2253,0
257,1704082920,103.2669,103.4569,103.2069,103.4569,28,2153,0
258,1704082980,103.4769,103.6309,103.4397,103.4597,36,2653,0
259,1704083040,103.4397,103.5397,103.4397,103.4637,20,2797,0
260,1704083100,103.5197,103.5397,103.3797,103.3997,10,2397,0
261,1704083160,103.3997,103.5797,103.3097,103.5397,19,2697,0
262,1704083220,103.5197,103.5297,103.4497,103.4497,10,2797,0
263,1704083280,103.4497,103.4997,103.3397,103.3397,15,2607,0
264,1704083340,103.3797,103.4497,103.3697,103.4197,17,2597,0
265,1704083400,103.3597,103.5697,103.3497,103.5697,35,2597,0
266,1704083460,103.5597,103.6779,103.5397,103.6427,25,2733,0
267,1704083520,103.6627,103.7637,103.5682,103.6132,40,3027,0
268,1704083580,103.5932,103.6472,103.5072,103.6232,34,2927,0
269,1704083640,103.5832,103.8022,103.5832,103.8014,19,2547,0
270,1704083700,103.7814,103.8744,103.7744,103.7744,11,2403,0
271,1704083760,103.6944,103.8144,103.6944,103.8144,18,2703,0
272,1704083820,103.7944,103.8344,103.6994,103.818,33,2473,0
273,1704083880,103.798,104.1644,103.798,104.1189,33,2343,0
274,1704083940,104.1129,104.1189,103.8289,103.9359,38,2343,0
275,1704084000,103.9359,103.9359,103.5719,103.6469,37,2393,0
276,1704084060,103.6469,103.6469,103.3794,103.4544,36,2383,0
277,1704084120,103.4194,103.6044,103.3924,103.5584,34,2463,0
278,1704084180,103.5584,103.6334,103.5284,103.5874,23,2523,0
279,1704084240,103.5874,103.8004,103.5814,103.7804,30,2453,0
280,1704084300,103.7304,103.8093,103.7304,103.8043,11,2375,0
281,1704084360,103.8233,103.8643,103.6943,103.7643,35,2375,0
282,1704084420,103.7543,103.7993,103.6973,103.7193,21,2375,0
283,1704084480,103.6993,103.7193,103.5433,103.7193,15,2375,0
284,1704084540,103.6793,103.6793,103.5793,103.6193,19,2375,0
285,1704084600,103.6193,103.6743,103.4743,103.6443,29,2375,0
286,1704084660,103.6443,104.0593,103.6443,104.0093,32,2375,0
287,1704084720,104.0293,104.0293,103.8243,103.8243,31,2375,0
288,1704084780,103.8043,103.8043,103.7099,103.7699,24,2263,0
289,1704084840,103.7299,103.791,103.6927,103.721,22,2141,0
290,1704084900,103.701,103.824,103.701,103.795,31,2041,0
291,1704084960,103.791,103.826,103.726,103.826,22,2091,0
292,1704085020,103.806,103.825,103.726,103.8084,26,1993,0
293,1704085080,103.6984,103.71340000000001,103.6084,103.6284,14,1993,0
294,1704085140,103.5944,103.5984,103.5134,103.5134,14,1993,0
295,1704085200,103.5034,103.5534,103.5034,103.5084,11,1993,0
296,1704085260,103.4984,103.5749,103.3999,103.5299,47,1993,0
297,1704085320,103.5299,103.7999,103.4749,103.7699,33,2163,0
298,1704085380,103.7899,103.8149,103.7799,103.8049,10,2163,0
299,1704085440,103.7949,103.7949,103.5849,103.5849,18,2163,0
300,1704085500,103.5649,103.5649,103.4699,103.4849,27,2163,0
301,1704085560,103.4649,103.6049,103.4649,103.4649,22,2163,0
302,1704085620,103.4479,103.4479,103.3829,103.4099,23,1763,0
303,1704085680,103.4055,103.4055,103.2223,103.3239,36,1757,0
304,1704085740,103.3329,103.4539,103.2839,103.3689,32,1983,0
305,1704085800,103.3689,103.3691,103.2153,103.2577,27,1975,0
306,1704085860,103.2577,103.2827,103.2327,103.2427,24,2007,0
307,1704085920,103.223,103.5068,103.1362,103.5068,35,2017,0
308,1704085980,103.5068,103.6018,103.4218,103.4218,30,2125,0
309,1704086040,103.3998,103.4018,103.1718,103.2218,27,2125,0
310,1704086100,103.2318,103.2318,103.0093,103.1843,43,2125,0
311,1704086160,103.2243,103.2243,102.8478,102.9078,39,2375,0
312,1704086220,102.9078,102.9978,102.7108,102.7823,26,2705,0
313,1704086280,102.7823,102.8323,102.5417,102.557,37,2915,0
314,1704086340,102.577,102.854,102.577,102.826,44,2851,0
315,1704086400,102.791,102.831,102.646,102.646,22,2801,0
316,1704086460,102.666,102.8515,102.63,102.8315,29,2641,0
317,1704086520,102.8315,102.8715,102.6015,102.7215,31,2841,0
318,1704086580,102.7215,102.7315,102.5395,102.5595,27,2841,0
319,1704086640,102.5775,102.7795,102.5775,102.7295,29,2881,0
320,1704086700,102.7295,102.8295,102.6645,102.7895,28,2881,0
321,1704086760,102.7695,102.7795,102.446,102.471,23,2881,0
322,1704086820,102.489,102.7548,102.442,102.7098,27,3005,0
323,1704086880,102.7098,102.7198,102.5538,102.6518,28,2675,0
324,1704086940,102.6568,102.7708,102.5423,102.7363,32,2235,0
325,1704087000,102.7373,102.9253,102.7373,102.9253,38,2235,0
326,1704087060,102.9263,102.9653,102.7973,102.9653,31,1835,0
327,1704087120,102.9653,103.1584,102.9653,103.0684,32,1763,0
328,1704087180,103.0524,103.0524,102.8454,102.9484,31,2073,0
329,1704087240,102.9284,102.9734,102.8134,102.96340000000001,26,2073,0
330,1704087300,102.96340000000001,103.1484,102.8434,103.1384,31,2073,0
331,1704087360,103.1384,103.2391,103.0494,103.2291,31,2073,0
332,1704087420,103.2291,103.4069,103.2241,103.3749,38,2259,0
333,1704087480,103.3549,103.3549,103.1949,103.2549,39,2643,0
334,1704087540,103.2549,103.3799,103.2549,103.3559,26,2643,0
335,1704087600,103.3949,103.4803,102.9199,102.9489,47,2663,0
336,1704087660,102.9489,102.9689,102.8039,102.8289,33,2763,0
337,1704087720,102.8289,102.8389,102.7025,102.7275,31,2591,0
338,1704087780,102.7275,102.8325,102.4332,102.5073,44,2591,0
339,1704087840,102.5083,102.9623,102.5083,102.8873,35,2795,0
340,1704087900,102.8473,102.8473,102.3954,102.3954,29,2795,0
341,1704087960,102.3929,102.7074,102.3874,102.6924,33,2883,0
342,1704088020,102.6624,102.8674,102.6374,102.7524,34,2893,0
343,1704088080,102.7124,102.7474,102.5364,102.6324,35,2893,0
344,1704088140,102.6374,102.9074,102.6374,102.8324,27,2893,0
345,1704088200,102.8324,102.8524,102.6594,102.7224,32,2893,0
346,1704088260,102.7224,102.7324,102.5624,102.6274,22,2893,0
347,1704088320,102.6074,102.6624,102.5544,102.5874,16,2893,0
348,1704088380,102.5874,102.6024,102.4424,102.4624,32,2893,0
349,1704088440,102.4624,102.5424,102.3974,102.4874,25,2893,0
350,1704088500,102.4774,102.6709,102.4244,102.6709,45,1923,0
351,1704088560,102.6724,102.8729,102.6724,102.7729,36,1883,0
352,1704088620,102.7829,102.8629,102.7629,102.7629,11,1883,0
353,1704088680,102.7629,102.7629,102.6629,102.7229,22,1883,0
354,1704088740,102.7029,102.9566,102.6829,102.9566,26,1809,0
355,1704088800,102.8966,103.0349,102.8266,103.0349,30,1809,0
356,1704088860,103.0484,103.1934,102.9827,103.1634,30,1971,0
357,1704088920,103.1434,103.5084,103.1234,103.4284,48,2273,0
358,1704088980,103.4484,103.6524,103.4134,103.6217,36,2973,0
359,1704089040,103.6017,103.6117,103.4817,103.5417,23,3307,0
360,1704089100,103.5417,103.7018,103.4517,103.7014,32,3207,0
361,1704089160,103.6764,103.7579,103.5409,103.5409,26,3413,0
362,1704089220,103.5209,103.5809,103.4329,103.5059,27,3523,0
363,1704089280,103.5059,103.52590000000001,103.3269,103.4459,28,3523,0
364,1704089340,103.4109,103.4109,103.1834,103.1984,37,3473,0
365,1704089400,103.2334,103.3214,103.1924,103.1924,33,3093,0
366,1704089460,103.1724,103.2624,103.0234,103.2624,42,3093,0
367,1704089520,103.2624,103.3674,103.0324,103.0324,34,3093,0
368,1704089580,103.0124,103.0124,102.4778,102.6391,46,3093,0
369,1704089640,102.6691,102.7041,102.4741,102.4757,38,3259,0
370,1704089700,102.5347,102.6487,102.3053,102.3096,52,3337,0
371,1704089760,102.3088,102.4188,102.0463,102.0813,46,3645,0
372,1704089820,102.0813,102.2113,101.7773,101.8473,42,4095,0
373,1704089880,101.8473,101.8743,101.7363,101.8723,43,4575,0
374,1704089940,101.8723,101.9523,101.8273,101.9073,36,4675,0
375,1704090000,101.8773,101.8773,101.3416,101.5216,52,4675,0
376,1704090060,101.4916,101.6343,101.2387,101.5177,49,5105,0
377,1704090120,101.5327,101.7658,101.4231,101.7408,34,5195,0
378,1704090180,101.7408,101.9792,101.7408,101.9792,39,5027,0
379,1704090240,101.996,102.2032,101.9352,102.0542,38,4827,0
380,1704090300,102.0542,102.0542,101.8592,102.0092,35,4827,0
381,1704090360,101.9592,101.9842,101.7392,101.9202,28,4827,0
382,1704090420,101.9262,101.9262,101.6627,101.7337,53,4177,0
383,1704090480,101.7337,101.8252,101.6809,101.6809,43,3493,0
384,1704090540,101.6909,101.9643,101.6362,101.9093,35,3425,0
385,1704090600,101.8943,102.0383,101.796,101.796,41,2991,0
386,1704090660,101.764,101.8969,101.6369,101.8219,40,2673,0
387,1704090720,101.8219,102.0369,101.8219,101.9719,26,2673,0
388,1704090780,101.9719,102.1019,101.9019,101.9019,14,2673,0
389,1704090840,101.9019,102.0319,101.9019,102.0319,14,2673,0
390,1704090900,102.0119,102.1819,101.9719,102.1619,12,2623,0
391,1704090960,102.1619,102.1919,102.1619,102.1913,7,2385,0
392,1704091020,102.1913,102.2213,102.0894,102.1144,10,2223,0
393,1704091080,102.0844,102.1944,101.9544,101.9744,22,2223,0
394,1704091140,101.9744,102.0945,101.9294,102.0945,18,2021,0
395,1704091200,102.0945,102.2095,102.0295,102.1745,29,2021,0
396,1704091260,102.1895,102.1895,101.8895,101.9195,28,2021,0
397,1704091320,101.9295,101.9945,101.7485,101.9145,29,2021,0
398,1704091380,101.9295,101.9295,101.8315,101.8535,12,2021,0
399,1704091440,101.8835,102.0095,101.8545,101.9795,23,2021,0
400,1704091500,101.9805,102.0795,101.8825,102.0795,12,1941,0
401,1704091560,102.0885,102.2127,102.0327,102.0527,26,1897,0
402,1704091620,102.0527,102.2227,102.0427,102.1977,21,1897,0
403,1704091680,102.1477,102.2737,102.0427,102.2714,16,1887,0
404,1704091740,102.2414,102.2414,102.1014,102.2214,16,1933,0
405,1704091800,102.2214,102.2714,102.1314,102.2214,15,1633,0
406,1704091860,102.2364,102.2714,102.1014,102.2714,18,1933,0
407,1704091920,102.2714,102.3716,102.2707,102.3704,11,1947,0
408,1704091980,102.3404,102.3704,102.2401,102.2451,19,2153,0
409,1704092040,102.2451,102.3361,102.2311,102.3261,14,2149,0
410,1704092100,102.3261,102.3411,102.2361,102.2411,8,2149,0
411,1704092160,102.2411,102.2611,102.2011,102.2461,13,2149,0
412,1704092220,102.2461,102.3011,102.1784,102.1984,20,2003,0
